"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.182327485E1,5.969680548E-1,3.083342314E-1,9.184358716E-1
4.182542685E1,6.325509548E-1,2.658790946E-1,8.970556259E-1
4.182757706E1,6.643159389E-1,2.196060568E-1,8.756753206E-1
4.182972538E1,6.950119138E-1,1.708895564E-1,8.542950749E-1
4.183187302E1,7.267768979E-1,1.270599663E-1,8.304712772E-1
4.183402813E1,7.573201656E-1,8.445212245E-2,8.017606139E-1
4.183617797E1,7.854200006E-1,4.444044828E-2,7.742717266E-1
4.183832916E1,8.122980595E-1,6.872233935E-3,7.432702780E-1
4.184047533E1,8.391761184E-1,-2.840523422E-2,7.108944058E-1
4.184261740E1,8.636107445E-1,-6.108652428E-2,6.762278080E-1
4.184478109E1,8.880453706E-1,-9.239336848E-2,6.392704844E-1
4.184693021E1,9.112582207E-1,-1.201877370E-1,5.997169614E-1
4.184908280E1,9.320276380E-1,-1.467603743E-1,5.603161454E-1
4.185122762E1,9.502009153E-1,-1.695151031E-1,5.172501206E-1
4.185338165E1,9.673051238E-1,-1.898263693E-1,4.729624093E-1
4.185553239E1,9.854783416E-1,-2.101376504E-1,4.274529517E-1
4.185767818E1,1.001360893E0,-2.292271852E-1,3.795000315E-1
4.185981272E1,1.013425469E0,-2.422080636E-1,3.316998184E-1
4.186198438E1,1.025490046E0,-2.576324046E-1,2.814561725E-1
4.186413414E1,1.036485553E0,-2.730567753E-1,2.298380435E-1
4.186628963E1,1.048550248E0,-2.848159075E-1,1.783726513E-1
4.186843564E1,1.055727839E0,-2.939788997E-1,1.256855279E-1
4.187058522E1,1.062905550E0,-3.057380617E-1,7.299839705E-2
4.187273592E1,1.067639709E0,-3.126102984E-1,2.046398632E-2
4.187488661E1,1.072373986E0,-3.182607889E-1,-3.100141138E-2
4.187703923E1,1.077108145E0,-3.213151097E-1,-8.475755155E-2
4.187918528E1,1.078177214E0,-3.233004212E-1,-1.348485053E-1
4.188132718E1,1.078024387E0,-3.203988075E-1,-1.849394590E-1
4.188349257E1,1.079093456E0,-3.150537610E-1,-2.324342281E-1
4.188561616E1,1.077718973E0,-3.095559776E-1,-2.800817192E-1
4.188778587E1,1.076344609E0,-3.006984293E-1,-3.239113092E-1
4.188993958E1,1.072526693E0,-2.843577862E-1,-3.663664162E-1
4.189209562E1,1.067487001E0,-2.704605758E-1,-4.065308273E-1
4.189424380E1,1.064890862E0,-2.528982162E-1,-4.430300295E-1
4.189639165E1,1.059851170E0,-2.354885489E-1,-4.769330323E-1
4.189853916E1,1.056033254E0,-2.154827118E-1,-5.097670555E-1
4.190068164E1,1.047328472E0,-1.931861341E-1,-5.387831330E-1
4.190284320E1,1.041219831E0,-1.708895564E-1,-5.641340613E-1
4.190499271E1,1.036180139E0,-1.461495161E-1,-5.870414972E-1
4.190714592E1,1.027475357E0,-1.252273768E-1,-6.062837839E-1
4.190929370E1,1.019992232E0,-1.018617824E-1,-6.206390858E-1
4.191144238E1,1.013883591E0,-7.971791178E-2,-6.325509548E-1
4.191357963E1,1.006400466E0,-5.757404864E-2,-6.407976151E-1
4.191573240E1,9.966266751E-1,-3.543018550E-2,-6.490443349E-1
4.191789594E1,9.867000580E-1,-1.343903504E-2,-6.488916278E-1
4.192005018E1,9.769262671E-1,8.552113548E-3,-6.449210048E-1
4.192219866E1,9.671524167E-1,3.176499158E-2,-6.385068893E-1
4.192434243E1,9.586002827E-1,5.253441259E-2,-6.284276247E-1
4.192649767E1,9.437867999E-1,7.315111160E-2,-6.134614348E-1
4.192864950E1,9.315695167E-1,9.621127695E-2,-5.960517526E-1
4.193079775E1,9.193521738E-1,1.192714423E-1,-5.749769211E-1
4.193293574E1,9.034696817E-1,1.447750628E-1,-5.539020896E-1
4.193509959E1,8.889616728E-1,1.676825136E-1,-5.267185569E-1
4.193725067E1,8.730791807E-1,1.968513280E-1,-4.981606007E-1
4.193940366E1,8.559749126E-1,2.222022265E-1,-4.660901725E-1
4.194155086E1,8.388707042E-1,2.499966025E-1,-4.340197444E-1
4.194370148E1,8.242099285E-1,2.777909636E-1,-3.969096839E-1
4.194585424E1,8.058840036E-1,3.031418920E-1,-3.587306142E-1
4.194800353E1,7.877107263E-1,3.307835162E-1,-3.181080818E-1
4.195015270E1,7.693848014E-1,3.536909819E-1,-2.774855494E-1
4.195230290E1,7.499898076E-1,3.764457107E-1,-2.330450863E-1
4.195445444E1,7.316638231E-1,3.943135142E-1,-1.876883507E-1
4.195660457E1,7.110471725E-1,4.134030640E-1,-1.397354305E-1
4.195875423E1,6.914994717E-1,4.276056588E-1,-9.178250283E-2
4.196089614E1,6.696610451E-1,4.418082833E-1,-4.153883830E-2
4.196305352E1,6.490443349E-1,4.509712756E-1,7.483099122E-3
4.196519044E1,6.296493411E-1,4.602869749E-1,6.017022580E-2
4.196734346E1,6.076582074E-1,4.670064747E-1,1.116356254E-1
4.196949162E1,5.870414972E-1,4.726569951E-1,1.618792862E-1
4.197164585E1,5.664247870E-1,4.769330323E-1,2.121229619E-1
4.197379518E1,5.458080769E-1,4.825835526E-1,2.635883391E-1
4.197594630E1,5.251913667E-1,4.844161272E-1,3.136793077E-1
4.197809737E1,5.045747161E-1,4.864014387E-1,3.627012372E-1
4.198024920E1,4.838052690E-1,4.870123267E-1,4.091269970E-1
4.198239784E1,4.631885588E-1,4.877758920E-1,4.557054639E-1
4.198454696E1,4.413501322E-1,4.885394871E-1,4.984660447E-1
4.198669742E1,4.219551682E-1,4.893030524E-1,5.389358401E-1
4.198884900E1,4.001167417E-1,4.864014387E-1,5.768095255E-1
4.199099880E1,3.805690408E-1,4.847215712E-1,6.146831512E-1
4.199314941E1,3.611740768E-1,4.805982411E-1,6.525567770E-1
4.199530011E1,3.405573666E-1,4.766276181E-1,6.844745278E-1
4.199745235E1,3.197879493E-1,4.712825418E-1,7.174612284E-1
4.199960245E1,2.991712391E-1,4.648684561E-1,7.455610037E-1
4.200175096E1,2.784018219E-1,4.560109079E-1,7.710646391E-1
4.200390158E1,2.590068579E-1,4.494441152E-1,7.979426980E-1
4.200605283E1,2.371684313E-1,4.430300295E-1,8.211556077E-1
4.200820296E1,2.176207453E-1,4.329507351E-1,8.419250250E-1
4.201035365E1,1.957823038E-1,4.240931869E-1,8.626944423E-1
4.201250427E1,1.762346178E-1,4.129449129E-1,8.797986507E-1
4.201465743E1,1.554652005E-1,4.028656185E-1,8.943067193E-1
4.201680584E1,1.360702366E-1,3.941608071E-1,9.065240026E-1
4.201895608E1,1.153008118E-1,3.840815127E-1,9.187413454E-1
4.202110628E1,9.941831976E-2,3.729332387E-1,9.295842052E-1
4.202325722E1,7.880161703E-2,3.593414724E-1,9.381362796E-1
4.202540616E1,6.169738993E-2,3.494149148E-1,9.442449808E-1
4.202755659E1,4.337143153E-2,3.394883573E-1,9.465357065E-1
4.202970756E1,2.382374369E-2,3.297145069E-1,9.502009153E-1
4.203185943E1,6.719517522E-3,3.210096955E-1,9.502009153E-1
4.203400985E1,-1.267545391E-2,3.098613918E-1,9.502009153E-1
4.203615918E1,-2.855795063E-2,3.025310040E-1,9.476047158E-1
4.203830976E1,-4.566217586E-2,2.939788997E-1,9.439395070E-1
4.204046096E1,-6.276640296E-2,2.890919745E-1,9.390525818E-1
4.204261031E1,-8.002334833E-2,2.829833329E-1,9.329439402E-1
4.204476143E1,-9.712757170E-2,2.780964077E-1,9.256135821E-1
4.204691144E1,-1.130100712E-1,2.732094824E-1,9.182831645E-1
4.204906388E1,-1.325577646E-1,2.719877362E-1,9.098837972E-1
4.205121312E1,-1.508837193E-1,2.695443034E-1,9.001099467E-1
4.205336238E1,-1.667662114E-1,2.683225572E-1,8.903360963E-1
4.205551283E1,-1.852448881E-1,2.733621895E-1,8.807149529E-1
4.205766450E1,-2.023491114E-1,2.806925774E-1,8.698720932E-1
4.205981406E1,-2.182316035E-1,2.906191349E-1,8.578075171E-1
4.206196471E1,-2.342668176E-1,3.005456924E-1,8.446739316E-1
4.206411583E1,-2.525927722E-1,3.115412891E-1,8.326093554E-1
4.206626728E1,-2.661845386E-1,3.251330256E-1,8.217664957E-1
4.206841720E1,-2.832887471E-1,3.387247920E-1,8.098546267E-1
4.207056582E1,-2.981022298E-1,3.509420753E-1,7.965682745E-1
4.207271661E1,-3.115412891E-1,3.657555580E-1,7.834346890E-1
4.207486803E1,-3.239113092E-1,3.781255782E-1,7.701483369E-1
4.207701788E1,-3.361285925E-1,3.904955983E-1,7.568620443E-1
4.207916827E1,-3.472768962E-1,4.028656185E-1,7.460191846E-1
4.208132187E1,-3.582724631E-1,4.201225638E-1,7.328855991E-1
4.208348727E1,-3.681990206E-1,4.312708676E-1,7.208209634E-1
4.208563360E1,-3.755294085E-1,4.483750761E-1,7.087563872E-1
4.208777314E1,-3.842342496E-1,4.668537676E-1,6.980662346E-1
4.208993311E1,-3.915646076E-1,4.853324294E-1,6.885978580E-1
4.209208454E1,-4.002694488E-1,5.062545538E-1,6.777549982E-1
4.209423758E1,-4.051563740E-1,5.271766782E-1,6.670648456E-1
4.209638472E1,-4.101960063E-1,5.529857874E-1,6.588181853E-1
4.209853522E1,-4.150829315E-1,5.763513446E-1,6.493497491E-1
4.210068726E1,-4.189008474E-1,6.033821702E-1,6.423248053E-1
4.210283735E1,-4.202753007E-1,6.328563690E-1,6.328563690E-1
4.210498653E1,-4.239404798E-1,6.586654782E-1,6.270532012E-1
4.210713693E1,-4.228714705E-1,6.856962442E-1,6.200281978E-1
4.210928820E1,-4.253149331E-1,7.102835774E-1,6.142250299E-1
4.211143802E1,-4.266893864E-1,7.373143435E-1,6.084218025E-1
4.211358884E1,-4.254676402E-1,7.594582438E-1,6.050620079E-1
4.211573568E1,-4.243986309E-1,7.802276611E-1,6.017022729E-1
4.211787773E1,-4.207334518E-1,7.999280095E-1,5.994115472E-1
4.212004102E1,-4.182899892E-1,8.194757104E-1,5.983424783E-1
4.212218528E1,-4.147774875E-1,8.379544020E-1,5.974262357E-1
4.212432361E1,-4.111123085E-1,8.501716852E-1,5.974262357E-1
4.212649205E1,-4.037819207E-1,8.660541773E-1,6.012440920E-1
4.212864190E1,-3.988949955E-1,8.784242272E-1,6.026185751E-1
4.213079413E1,-3.940080702E-1,8.894197941E-1,6.039929986E-1
4.213293018E1,-3.866777122E-1,8.991936445E-1,6.076582074E-1
4.213509459E1,-3.769038618E-1,9.016370773E-1,6.137668490E-1
4.213724472E1,-3.683517575E-1,9.040805697E-1,6.174320579E-1
4.213939724E1,-3.597996235E-1,9.016370773E-1,6.223189831E-1
4.214154459E1,-3.500257730E-1,8.953757286E-1,6.294966340E-1
4.214369575E1,-3.400992155E-1,8.856018782E-1,6.354525685E-1
4.214584550E1,-3.303253949E-1,8.709411025E-1,6.389650702E-1
4.214799627E1,-3.193297982E-1,8.536841869E-1,6.447682381E-1
4.215014669E1,-3.081815243E-1,8.327620625E-1,6.493497491E-1
4.215229611E1,-2.971859276E-1,8.095491529E-1,6.527095437E-1
4.215443539E1,-2.872593701E-1,7.812966704E-1,6.548475623E-1
4.215659478E1,-2.750420868E-1,7.519751191E-1,6.557638645E-1
4.215873503E1,-2.638937831E-1,7.177666426E-1,6.540839672E-1
4.216090283E1,-2.516764700E-1,6.821837425E-1,6.511823535E-1
4.216304933E1,-2.429716438E-1,6.406449080E-1,6.469063163E-1
4.216520303E1,-2.307543457E-1,5.991060734E-1,6.403394938E-1
4.216735092E1,-2.196060568E-1,5.551238060E-1,6.325509548E-1
4.216950515E1,-2.084577680E-1,5.062545538E-1,6.209445000E-1
4.217165247E1,-2.011273801E-1,4.561636150E-1,6.068946123E-1
4.217380171E1,-1.924225539E-1,4.011857510E-1,5.916230083E-1
4.217595139E1,-1.838704348E-1,3.474296033E-1,5.688682795E-1
4.217810334E1,-1.763873398E-1,2.936734557E-1,5.487096906E-1
4.218025301E1,-1.690569520E-1,2.400700450E-1,5.248859525E-1
4.218240700E1,-1.641700417E-1,1.852448881E-1,4.973970354E-1
4.218456702E1,-1.603521258E-1,1.353066564E-1,4.686863720E-1
4.218670203E1,-1.566869318E-1,8.659014851E-2,4.364632070E-1
4.218885650E1,-1.505782902E-1,4.153883830E-2,4.040873647E-1
4.219101481E1,-1.518000066E-1,1.527163113E-4,3.681990206E-1
4.219315726E1,-1.481348276E-1,-3.619376570E-2,3.286454976E-1
4.219532558E1,-1.505782902E-1,-6.765332818E-2,2.892446816E-1
4.219747042E1,-1.507309973E-1,-9.789115191E-2,2.498438805E-1
4.219962519E1,-1.507309973E-1,-1.220203340E-1,2.067778856E-1
4.220177121E1,-1.521054506E-1,-1.437060535E-1,1.638645977E-1
4.220391936E1,-1.545489132E-1,-1.603521258E-1,1.209513173E-1
4.220605770E1,-1.547016203E-1,-1.747074574E-1,7.681630552E-2
4.220822309E1,-1.560760736E-1,-1.815796942E-1,3.268129006E-2
4.221036943E1,-1.572978050E-1,-1.872301996E-1,-1.007927675E-2
4.221251352E1,-1.562287807E-1,-1.905899495E-1,-5.039638281E-2
4.221467443E1,-1.576032341E-1,-1.913535446E-1,-9.193521738E-2
4.221682510E1,-1.565342247E-1,-1.886046380E-1,-1.298088580E-1
4.221897906E1,-1.553124934E-1,-1.844813079E-1,-1.675297916E-1
4.222112374E1,-1.493565589E-1,-1.780672222E-1,-2.029599845E-1
4.222325621E1,-1.470658034E-1,-1.702786833E-1,-2.370157093E-1
4.222541029E1,-1.423316002E-1,-1.638645977E-1,-2.687807083E-1
4.222757590E1,-1.337794960E-1,-1.586722434E-1,-2.993239760E-1
4.222973314E1,-1.253800988E-1,-1.534798890E-1,-3.274237812E-1
4.223188200E1,-1.156062484E-1,-1.531744599E-1,-3.530801237E-1
4.223402883E1,-1.023199260E-1,-1.565342247E-1,-3.762930036E-1
4.223617882E1,-8.643743396E-2,-1.600466967E-1,-3.984368443E-1
4.223833091E1,-6.811147183E-2,-1.719585657E-1,-4.205807149E-1
4.224048126E1,-5.100724846E-2,-1.864666194E-1,-4.416555762E-1
4.224263055E1,-3.023782931E-2,-2.034181207E-1,-4.589125216E-1
4.224478096E1,-8.246680722E-3,-2.228130996E-1,-4.763221741E-1
4.224693231E1,1.252273750E-2,-2.470949888E-1,-4.926628172E-1
4.224908190E1,3.940080851E-2,-2.663372457E-1,-5.088507533E-1
4.225123236E1,6.261368841E-2,-2.871066630E-1,-5.225952268E-1
4.225338265E1,8.949175477E-2,-3.077233732E-1,-5.351179838E-1
4.225553449E1,1.139263660E-1,-3.246748745E-1,-5.451972485E-1
4.225768501E1,1.408044398E-1,-3.367394805E-1,-5.575672388E-1
4.225983405E1,1.664607823E-1,-3.463605940E-1,-5.676465034E-1
4.226198448E1,1.908953935E-1,-3.474296033E-1,-5.749769211E-1
4.226413597E1,2.177734673E-1,-3.472768962E-1,-5.836817622E-1
4.226628554E1,2.385428846E-1,-3.385720551E-1,-5.897904038E-1
4.226843642E1,2.629774809E-1,-3.298672438E-1,-5.958990455E-1
4.227058216E1,2.835941911E-1,-3.138320148E-1,-6.018549800E-1
4.227271751E1,3.055853248E-1,-2.929098904E-1,-6.041457057E-1
4.227486711E1,3.226895630E-1,-2.695443034E-1,-6.088799238E-1
4.227701471E1,3.420845270E-1,-2.423607856E-1,-6.122397184E-1
4.227917253E1,3.567453027E-1,-2.104430795E-1,-6.143777370E-1
4.228132609E1,3.736968040E-1,-1.760819107E-1,-6.152940392E-1
4.228348090E1,3.846924007E-1,-1.392772794E-1,-6.137668490E-1
4.228564431E1,3.955352604E-1,-9.896016866E-2,-6.108652353E-1
4.228779427E1,4.039346576E-1,-5.482515693E-2,-6.067419052E-1
4.228994524E1,4.112650156E-1,-1.313360315E-2,-5.989533663E-1
4.229208718E1,4.147774875E-1,3.329215571E-2,-5.923865438E-1
4.229424235E1,4.196644127E-1,7.987063378E-2,-5.820018649E-1
4.229639212E1,4.207334518E-1,1.250746548E-1,-5.705481172E-1
4.229854501E1,4.207334518E-1,1.678352207E-1,-5.542075038E-1
4.230068868E1,4.182899892E-1,2.105957866E-1,-5.378668308E-1
4.230282299E1,4.144720733E-1,2.483167201E-1,-5.178610086E-1
4.230497327E1,4.108068645E-1,2.835941911E-1,-4.966334403E-1
4.230712950E1,4.059199691E-1,3.165809214E-1,-4.743368626E-1
4.230930027E1,3.998112977E-1,3.431535661E-1,-4.495968223E-1
4.231145014E1,3.937026560E-1,3.662137091E-1,-4.224133193E-1
4.231360089E1,3.865249753E-1,3.793473244E-1,-3.941608071E-1
4.231574749E1,3.816380501E-1,3.889684379E-1,-3.646865487E-1
4.231789680E1,3.743076921E-1,3.885102868E-1,-3.341432810E-1
4.232004370E1,3.720169365E-1,3.845396638E-1,-3.036000133E-1
4.232218201E1,3.697261810E-1,3.707951903E-1,-2.732094824E-1
4.232434988E1,3.686571717E-1,3.509420753E-1,-2.441933751E-1
4.232649981E1,3.663664162E-1,3.248275816E-1,-2.151772827E-1
4.232865307E1,3.714060783E-1,2.939788997E-1,-1.886046380E-1
4.233079252E1,3.740022480E-1,2.619084716E-1,-1.634064466E-1
4.233291971E1,3.802636266E-1,2.273945808E-1,-1.404990107E-1
4.233508394E1,3.901901841E-1,1.928807050E-1,-1.189660057E-1
4.233723403E1,3.988949955E-1,1.559233516E-1,-1.023199260E-1
4.233939132E1,4.100432992E-1,1.203404516E-1,-8.689557761E-2
4.234153911E1,4.236350358E-1,8.231408894E-2,-7.391469181E-2
4.234368995E1,4.370740950E-1,4.917465150E-2,-6.826419383E-2
4.234583919E1,4.506658316E-1,1.603521220E-2,-6.383541971E-2
4.234798976E1,4.653266072E-1,-1.695151068E-2,-6.185010448E-2
4.235014094E1,4.813618064E-1,-4.764748737E-2,-6.459899992E-2
4.235229060E1,4.972442985E-1,-7.559457421E-2,-7.238753140E-2
4.235444130E1,5.145012736E-1,-1.024726480E-1,-8.002334833E-2
4.235659191E1,5.303837657E-1,-1.291979998E-1,-9.514226019E-2
4.235874447E1,5.438227654E-1,-1.560760736E-1,-1.101084575E-1
4.236089379E1,5.584835410E-1,-1.791362315E-1,-1.275181174E-1
4.236304297E1,5.719226003E-1,-2.021963894E-1,-1.498146951E-1
4.236519318E1,5.865833759E-1,-2.238821089E-1,-1.708895564E-1
4.236734470E1,5.963571668E-1,-2.408336252E-1,-1.954768747E-1
4.236949437E1,6.085745096E-1,-2.576324046E-1,-2.202169150E-1
4.237164489E1,6.157521605E-1,-2.696970105E-1,-2.448042482E-1
4.237379398E1,6.206390858E-1,-2.780964077E-1,-2.681698501E-1
4.237594081E1,6.267477274E-1,-2.802344263E-1,-2.913827300E-1
4.237809378E1,6.290385127E-1,-2.800817192E-1,-3.121521473E-1
4.238024675E1,6.302602291E-1,-2.761110961E-1,-3.329215646E-1
4.238239854E1,6.313292384E-1,-2.686280012E-1,-3.474296033E-1
4.238454941E1,6.276640296E-1,-2.574796975E-1,-3.619376719E-1
4.238669814E1,6.238461137E-1,-2.438879460E-1,-3.740022480E-1
4.238884895E1,6.189591885E-1,-2.290744632E-1,-3.836233616E-1
4.239099909E1,6.152940392E-1,-2.131919712E-1,-3.908010423E-1
4.239315109E1,6.078109145E-1,-1.971567571E-1,-3.966042697E-1
4.239530143E1,5.980370641E-1,-1.776090711E-1,-3.975205719E-1
4.239745056E1,5.881105065E-1,-1.566869318E-1,-3.985895813E-1
4.239960100E1,5.807801485E-1,-1.383609772E-1,-3.970624208E-1
4.240174893E1,5.734497309E-1,-1.163698286E-1,-3.930917978E-1
4.240388902E1,5.648976564E-1,-9.682214260E-2,-3.856086731E-1
4.240604900E1,5.551238060E-1,-7.498370856E-2,-3.767511547E-1
4.240818987E1,5.476406813E-1,-5.543602258E-2,-3.678936064E-1
4.241035477E1,5.427537560E-1,-3.481931984E-2,-3.555235863E-1
4.241248879E1,5.354233980E-1,-1.649336144E-2,-3.430008292E-1
4.241464472E1,5.329799056E-1,-3.207042580E-3,-3.281873465E-1
4.241680474E1,5.268712640E-1,8.857546374E-3,-3.133738637E-1
4.241895930E1,5.232060552E-1,1.847867295E-2,-2.973386645E-1
4.242110880E1,5.221370459E-1,2.580905706E-2,-2.838996351E-1
4.242325608E1,5.258022547E-1,2.932153270E-2,-2.667953968E-1
4.242540685E1,5.294674635E-1,2.916881628E-2,-2.496911734E-1
4.242755962E1,5.345070958E-1,2.412917651E-2,-2.350303978E-1
4.242970896E1,5.406157374E-1,1.786780916E-2,-2.180788964E-1
4.243185814E1,5.480988622E-1,7.941247895E-3,-2.023491114E-1
4.243400840E1,5.578727126E-1,-5.650503561E-3,-1.853975952E-1
4.243615981E1,5.677992702E-1,-2.183843218E-2,-1.710422635E-1
4.243830606E1,5.787948370E-1,-3.909537569E-2,-1.540907621E-1
4.244044680E1,5.911648273E-1,-5.879577994E-2,-1.372919679E-1
4.244261033E1,6.047565937E-1,-7.605272532E-2,-1.217148975E-1
4.244476225E1,6.157521605E-1,-9.453139454E-2,-1.072068512E-1
4.244691592E1,6.330091357E-1,-1.154535338E-1,-9.162978828E-2
4.244906190E1,6.441574097E-1,-1.401935667E-1,-7.605272532E-2
4.245120758E1,6.624833345E-1,-1.646281779E-1,-6.307183951E-2
4.245334493E1,6.785185933E-1,-1.881465018E-1,-4.871650413E-2
4.245551328E1,6.933320761E-1,-2.163990140E-1,-3.802636266E-2
4.245766375E1,7.092145681E-1,-2.432770878E-1,-2.748893574E-2
4.245981872E1,7.240280509E-1,-2.739730477E-1,-1.679879427E-2
4.246196602E1,7.400632501E-1,-3.034473062E-1,-8.704829961E-3
4.246411637E1,7.571674585E-1,-3.329215646E-1,-3.054326167E-3
4.246626555E1,7.732026577E-1,-3.636175394E-1,5.192354787E-3
4.246841591E1,7.867944241E-1,-3.966042697E-1,9.621127509E-3
4.247056731E1,8.002334833E-1,-4.285219610E-1,1.404990070E-2
4.247271385E1,8.126034737E-1,-4.602869749E-1,1.359175146E-2
4.247485122E1,8.260425329E-1,-4.934264123E-1,1.450804994E-2
4.247700503E1,8.359690905E-1,-5.239696503E-1,1.404990070E-2
4.247917011E1,8.469646573E-1,-5.546656251E-1,1.252273750E-2
4.248132298E1,8.544477820E-1,-5.864306092E-1,7.177666761E-3
4.248347366E1,8.617781401E-1,-6.133087277E-1,1.985311974E-3
4.248562620E1,8.666650653E-1,-6.389650702E-1,-5.650503561E-3
4.248776154E1,8.729264140E-1,-6.646214128E-1,-1.450804994E-2
4.248992109E1,8.753699064E-1,-6.876815557E-1,-2.458732575E-2
4.249206904E1,8.778133392E-1,-7.121161819E-1,-3.588833287E-2
4.249422428E1,8.765916228E-1,-7.353290319E-1,-4.718934000E-2
4.249637445E1,8.741481900E-1,-7.573201656E-1,-6.078109145E-2
4.249852366E1,8.717046976E-1,-7.767151594E-1,-7.681630552E-2
4.250067444E1,8.655960560E-1,-7.974845767E-1,-9.178250283E-2
4.250282840E1,8.619308472E-1,-8.132143617E-1,-1.065959856E-1
4.250497474E1,8.533787727E-1,-8.315402865E-1,-1.238529310E-1
4.250712453E1,8.460483551E-1,-8.460483551E-1,-1.411098689E-1
4.250927375E1,8.362745047E-1,-8.617781401E-1,-1.595885456E-1
4.251142541E1,8.252789378E-1,-8.764389157E-1,-1.766927689E-1
4.251358070E1,8.142833710E-1,-8.885034919E-1,-1.939497143E-1
4.251574477E1,7.994698882E-1,-8.982773423E-1,-2.098322064E-1
4.251789400E1,7.835873961E-1,-9.054549932E-1,-2.281581759E-1
4.252004426E1,7.701483369E-1,-9.126327038E-1,-2.466368377E-1
4.252219212E1,7.554876208E-1,-9.185886383E-1,-2.649627924E-1
4.252434218E1,7.370089293E-1,-9.234755635E-1,-2.808452845E-1
4.252649274E1,7.223481536E-1,-9.282097220E-1,-3.002402782E-1
4.252864312E1,7.052439451E-1,-9.256135821E-1,-3.173444867E-1
4.253078832E1,6.855435371E-1,-9.254608750E-1,-3.342960179E-1
4.253291299E1,6.696610451E-1,-9.205739498E-1,-3.512475193E-1
4.253505926E1,6.499606371E-1,-9.155342579E-1,-3.707951903E-1
4.253721420E1,6.340781450E-1,-9.080511928E-1,-3.877467215E-1
4.253938572E1,6.143777370E-1,-9.017898440E-1,-4.034765065E-1
4.254155325E1,5.972734690E-1,-8.894197941E-1,-4.214970171E-1
4.254370294E1,5.787948370E-1,-8.758280277E-1,-4.372268021E-1
4.254585073E1,5.604688525E-1,-8.622363210E-1,-4.540255964E-1
4.254799845E1,5.432119370E-1,-8.474228382E-1,-4.709770977E-1
4.255014896E1,5.247332454E-1,-8.313875794E-1,-4.877758920E-1
4.255229862E1,5.076290369E-1,-8.141306639E-1,-5.021312237E-1
4.255444908E1,4.879286289E-1,-7.944302559E-1,-5.177083015E-1
4.255659995E1,4.732678533E-1,-7.759515643E-1,-5.320636034E-1
4.255874934E1,4.547891617E-1,-7.550294399E-1,-5.464189649E-1
4.256090032E1,4.375322461E-1,-7.341073155E-1,-5.632177591E-1
4.256305068E1,4.216497242E-1,-7.144069076E-1,-5.763513446E-1
4.256520897E1,4.043927789E-1,-6.934847832E-1,-5.894849896E-1
4.256737417E1,3.883575797E-1,-6.701191664E-1,-6.026185751E-1
4.256949883E1,3.700316250E-1,-6.467535496E-1,-6.145304441E-1
4.257163813E1,3.552181423E-1,-6.209445000E-1,-6.264423132E-1
4.257379670E1,3.379611969E-1,-5.975789428E-1,-6.383541822E-1
4.257594902E1,3.208569586E-1,-5.705481172E-1,-6.488916278E-1
4.257809069E1,3.048217595E-1,-5.422956347E-1,-6.595817208E-1
4.258025482E1,2.863430977E-1,-5.140430927E-1,-6.688974500E-1
4.258240688E1,2.667953968E-1,-4.834998548E-1,-6.782131195E-1
4.258456098E1,2.495384514E-1,-4.528038502E-1,-6.852380633E-1
4.258670593E1,2.310597748E-1,-4.208861589E-1,-6.933320761E-1
4.258885578E1,2.125810981E-1,-3.865249753E-1,-7.002043128E-1
4.259100719E1,1.954768747E-1,-3.547599912E-1,-7.070765495E-1
4.259315710E1,1.769981980E-1,-3.191770911E-1,-7.102835774E-1
4.259530779E1,1.585195363E-1,-2.872593701E-1,-7.159340382E-1
4.259745462E1,1.401935667E-1,-2.530509233E-1,-7.191411257E-1
4.259959687E1,1.192714423E-1,-2.211332172E-1,-7.223481536E-1
4.260176037E1,9.972374886E-2,-1.893682331E-1,-7.243334651E-1
4.260390959E1,8.124507964E-2,-1.563815027E-1,-7.263187766E-1
4.260606304E1,6.032294407E-2,-1.269072592E-1,-7.246388793E-1
4.260821140E1,4.199698567E-2,-9.269879758E-2,-7.254024744E-1
4.261036082E1,2.107485011E-2,-6.093380973E-2,-7.238753438E-1
4.261250748E1,1.527163084E-3,-3.039054573E-2,-7.197519541E-1
4.261464545E1,-1.817324013E-2,2.596177394E-3,-7.168503404E-1
4.261681405E1,-3.772092983E-2,3.436116874E-2,-7.102835774E-1
4.261895933E1,-5.864306539E-2,6.856962293E-2,-7.049384713E-1
4.262110240E1,-7.819075137E-2,1.003346145E-1,-6.983717084E-1
4.262327002E1,-9.773843735E-2,1.331686229E-1,-6.881396770E-1
4.262541512E1,-1.211040318E-1,1.661553532E-1,-6.803511381E-1
4.262756854E1,-1.394299865E-1,1.991420686E-1,-6.688974500E-1
4.262971360E1,-1.579086632E-1,2.319760770E-1,-6.586654782E-1
4.263186540E1,-1.798998117E-1,2.637410760E-1,-6.461427212E-1
4.263401718E1,-2.018909603E-1,2.977968156E-1,-6.320928335E-1
4.263616842E1,-2.226603776E-1,3.307835162E-1,-6.183483601E-1
4.263831920E1,-2.411390543E-1,3.611740768E-1,-6.044511795E-1
4.264046744E1,-2.631302178E-1,3.915646076E-1,-5.893322229E-1
4.264261873E1,-2.826778889E-1,4.195117056E-1,-5.743660331E-1
4.264476785E1,-3.022255898E-1,4.474588037E-1,-5.555819273E-1
